timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(159.4773712158203, 59.971378326416016, -28)	(-0.99993497133255, -0.011397533118724823, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	nan
0.17150000855326653	(159.4763946533203, 59.97157287597656, -27.97559928894043)	(-0.9999218583106995, -0.011587685905396938, -0.0046949926763772964)	(-0.08534745126962662, -0.007124211173504591, 0.14386975765228271)	-35.99822243976328	0.0699065596842389	0	0	0.5	0.5	0.03227839058317675	1	False	0	0	nan
0.4060000143945217	(159.35671997070312, 59.969600677490234, -27.861600875854492)	(-0.9999097585678101, -0.012955372221767902, -0.0035489436704665422)	(-0.8076520562171936, 0.01806461252272129, 0.8253248929977417)	-35.551735747895414	0.06923232764665874	0	0	0.8880665430851465	0.8880665430851465	1.0325178708005405	4	False	0	0	nan
0.545750018209219	(159.25473022460938, 59.97127151489258, -27.78504180908203)	(-0.9999183416366577, -0.01085516158491373, -0.00673980638384819)	(-1.080609917640686, 0.02938760258257389, 0.5120287537574768)	-33.875652045166255	0.06512253676398713	0	0	0.35304455968847653	0.35304455968847653	2.4383253963165354	4	False	0	0	nan
0.6150000225752592	(159.18594360351562, 59.97285842895508, -27.756977081298828)	(-0.999954342842102, -0.009187108837068081, -0.002644283464178443)	(-1.2070497274398804, 0.029447760432958603, 0.3080378770828247)	-30.950068616556614	0.059836812589669545	0	0	0.21875728673339356	0.21875728673339356	2.971469187742	4	False	0	0	nan
0.6762500246986747	(159.1048583984375, 59.97390365600586, -27.745214462280273)	(-0.99996018409729, -0.008222300559282303, 0.003449562704190612)	(-1.4778287410736084, 0.012726166285574436, 0.01689494214951992)	-29.561342382781664	0.05761390975947067	0	0	0.2122024668972254	0.2122024668972254	2.5742408150053633	5	False	0	0	nan
0.7367500271648169	(159.0032196044922, 59.975006103515625, -27.744503021240234)	(-0.9999338388442993, -0.007907476276159286, 0.008348374627530575)	(-1.8704198598861694, 0.026730608195066452, -0.12603358924388885)	-29.090513240727233	0.05710455326927189	0	0	0.24881738276991613	0.24881738276991613	3.105204129296308	7	False	0	0	nan
0.7965000299736857	(158.88058471679688, 59.975772857666016, -27.748035430908203)	(-0.9999151825904846, -0.006581473164260387, 0.011237865313887596)	(-2.316899061203003, 0.01884540542960167, -0.0821993499994278)	-28.943614158950073	0.05625285704909851	0	0	0.6195160511091513	0.6195160511091513	2.0628792490264445	8	False	0	0	nan
0.8557500327005982	(158.7371826171875, 59.97724533081055, -27.75106430053711)	(-0.9999082088470459, -0.004568908829241991, 0.01275655534118414)	(-2.6369168758392334, 0.047277119010686874, -0.07159167528152466)	-27.90612519284069	0.05401071518359929	0	0	0.9999958494775154	0.9999958494775154	2.528994642143079	9	False	0	0	nan
0.9210000354796648	(158.5543975830078, 59.98025894165039, -27.75381088256836)	(-0.9999009966850281, -0.0026175156235694885, 0.013819045387208462)	(-2.9906246662139893, 0.041278988122940063, -0.05732183903455734)	-27.01142358188591	0.05259697753111907	0	0	0.4278224344839967	0.4278224344839967	3.593843176683447	11	False	0	0	nan
0.9822500385344028	(158.35720825195312, 59.98308563232422, -27.75539779663086)	(-0.9998908638954163, -0.0007063923985697329, 0.014756946824491024)	(-3.3967859745025635, 0.007325832266360521, -0.05388990417122841)	-26.30328947593786	0.0514303169968566	0	0	0.6776723616465126	0.6776723616465126	3.8311001133655216	12	False	0	0	nan
1.0460000410676003	(158.11196899414062, 59.98744583129883, -27.75650405883789)	(-0.9998731017112732, 0.0014387710252776742, 0.01586996391415596)	(-3.8973734378814697, 0.08580485731363297, -0.010364100337028503)	-25.731227024790684	0.050256922395288506	0	0	0.5705420904179306	0.5705420904179306	4.035388446720946	14	False	0	0	nan
1.1087500434368849	(157.87220764160156, 59.991981506347656, -27.757238388061523)	(-0.9998505115509033, 0.0037318002432584763, 0.016881514340639114)	(-4.2795562744140625, 0.10655771195888519, -0.04984644800424576)	-24.958641713140164	0.04855551272720916	0	0	0.5324138458749352	0.5324138458749352	4.4536292960580885	15	False	0	0	nan
1.1697500450536609	(157.60061645507812, 59.99788284301758, -27.7581844329834)	(-0.999835729598999, 0.006281380075961351, 0.01700223609805107)	(-4.574456691741943, 0.10806941241025925, -0.030703352764248848)	-24.158769053398018	0.046626080438799025	0	0	0.6767326700278137	0.6767326700278137	4.988627586663855	16	False	0	0	nan
1.2332500480115414	(157.29847717285156, 60.004642486572266, -27.758939743041992)	(-0.9998233914375305, 0.009172288700938225, 0.01641005277633667)	(-4.9534430503845215, 0.08225268870592117, -0.024897407740354538)	-23.059455136996927	0.0449301800192664	0	0	0.5346394622404562	0.5346394622404562	5.0517735540611675	18	False	0	0	nan
