timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(193.8130645751953, 181.3056182861328, -28)	(-0.836936354637146, -0.5473000407218933, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	nan	1.9928898305925908
0.12425000593066216	(193.8131103515625, 181.30569458007812, -27.984704971313477)	(-0.836946427822113, -0.5472753047943115, -0.0032411981374025345)	(-0.03881506994366646, -0.02510564960539341, 0.1520484983921051)	12.939678970946428	-0.02464910314079673	0	0	0.5	0.5	0.0691834600234948	1	False	0	nan	1.992851680710363
0.21900000981986523	(193.80419921875, 181.30043029785156, -27.96950340270996)	(-0.8371166586875916, -0.5470141172409058, -0.0033468364272266626)	(-0.2036774456501007, -0.11529648303985596, 0.21621932089328766)	11.016832814609348	-0.021404120620036656	0	0	0.7690162285347327	0.7690162285347327	0.29713795040452656	1	False	0	nan	1.9922967454464386
0.28175001218914986	(193.7860107421875, 181.28921508789062, -27.95063591003418)	(-0.8373586535453796, -0.5466517210006714, -0.0015454597305506468)	(-0.4194025695323944, -0.2747615575790405, 0.3980703353881836)	10.804219367621698	-0.021191537938646077	0	0	0.8377818468281022	0.8377818468281022	0.8888423264869405	2	False	0	nan	1.9915555868066876
0.34375001303851604	(193.758056640625, 181.2705535888672, -27.920787811279297)	(-0.8373299837112427, -0.5466973781585693, 0.0007166332216002047)	(-0.4169783294200897, -0.2837328612804413, 0.5236095786094666)	10.708603661776385	-0.020857467702054804	0	0	0.9868797036734953	0.9868797036734953	0.6735134678739956	3	False	0	nan	1.9916025181519827
0.4062500139698386	(193.73483276367188, 181.25514221191406, -27.8876953125)	(-0.837086021900177, -0.5470704436302185, 0.0009095366112887859)	(-0.3534020483493805, -0.22860829532146454, 0.5287982225418091)	10.175107046000464	-0.0197603930278823	0	0	1	1	0.6532550886745939	2	False	0	nan	1.991564640892298
0.47250001691281796	(193.7094268798828, 181.23849487304688, -27.856355667114258)	(-0.8369626402854919, -0.5472598075866699, 0.0004942898522131145)	(-0.42834198474884033, -0.28723689913749695, 0.4100557863712311)	9.726980609362398	-0.018879519626711763	0	0	1	1	0.6792124911488024	2	False	0	nan	1.9913467042928905
0.53525001835078	(193.67921447753906, 181.21824645996094, -27.83226776123047)	(-0.8368460536003113, -0.5474382638931274, -5.713852806366049e-05)	(-0.5327675342559814, -0.35402795672416687, 0.35676607489585876)	9.272125795165222	-0.018008111884204925	0	0	1	1	0.6668973729735391	3	False	0	nan	1.991463463737644
0.6005000220611691	(193.64132690429688, 181.19290161132812, -27.80978012084961)	(-0.83671635389328, -0.5476352572441101, -0.0011315596057102084)	(-0.6534448862075806, -0.43618422746658325, 0.33959153294563293)	8.820866885574913	-0.017145319708876245	0	0	1	1	0.9624513333069719	3	False	0	nan	1.9915703592890888
0.6610000245273113	(193.59677124023438, 181.16342163085938, -27.788299560546875)	(-0.8366729021072388, -0.547701895236969, -0.0010115420445799828)	(-0.8305860757827759, -0.5457767844200134, 0.3774004578590393)	8.5094863312008	-0.016637864592508607	0	0	0.9999999962842544	0.9999999962842544	1.456453757220605	4	False	0	nan	1.9914251141427746
0.7207500264048576	(193.53958129882812, 181.12600708007812, -27.76555824279785)	(-0.8365185856819153, -0.5479217767715454, 0.004291336517781019)	(-1.0672599077224731, -0.7113127708435059, 0.32257211208343506)	8.312988709880397	-0.01615444642138514	0	0	0.4527394149227997	0.4527394149227997	3.410084668721754	5	False	0	nan	1.990885029684431
0.7875000275671482	(193.45701599121094, 181.07101440429688, -27.75259017944336)	(-0.8363556265830994, -0.5481164455413818, 0.008808372542262077)	(-1.3199626207351685, -0.9020915627479553, 0.029561102390289307)	8.095015919849107	-0.015444123958357025	0	0	0.2059302400084647	0.2059302400084647	2.4263675333098607	6	False	0	nan	1.9909187737880423
0.8475000308826566	(193.3739471435547, 181.01625061035156, -27.750669479370117)	(-0.8362227082252502, -0.5482766032218933, 0.011148056015372276)	(-1.6098078489303589, -1.03172767162323, -0.02936854027211666)	7.780022921125292	-0.015092999286138702	0	0	0.31616350774822405	0.31616350774822405	3.7210884519658247	7	False	0	nan	1.9904829869723384
0.9065000340342522	(193.26797485351562, 180.9453582763672, -27.754098892211914)	(-0.8362365365028381, -0.5482258200645447, 0.012527013197541237)	(-1.9495493173599243, -1.2855865955352783, -0.022680969908833504)	7.667452032966259	-0.014919991665907429	0	0	0.2751934633134753	0.2751934633134753	3.321140974498248	8	False	0	nan	1.9907838841378327
0.9660000372678041	(193.14300537109375, 180.8632354736328, -27.75588607788086)	(-0.8355883955955505, -0.549171507358551, 0.014236836694180965)	(-2.3263304233551025, -1.4494558572769165, -0.01051227655261755)	7.474437858091226	-0.014407243980720097	0	0	0.4469579831154522	0.4469579831154522	2.989244366377129	10	False	0	nan	1.9894970852938967
1.0292500387877226	(192.98898315429688, 180.7606964111328, -27.757226943969727)	(-0.8350903987884521, -0.5499165058135986, 0.01469434704631567)	(-2.523350954055786, -1.6896352767944336, 0.023103393614292145)	6.720624341498654	-0.013352391737813982	0	0	0.9999998181305273	0.9999998181305273	3.336121753484589	11	False	0	nan	1.9886967033821457
1.0962500413879752	(192.79922485351562, 180.6347198486328, -27.75821876525879)	(-0.8347810506820679, -0.5503707528114319, 0.015251758508384228)	(-2.915926933288574, -1.9122792482376099, -0.016791658475995064)	6.551416681686834	-0.01274572602809082	0	0	0.6838001045919118	0.6838001045919118	4.095730571062498	13	False	0	nan	1.9874172017623415
1.1570000443607569	(192.62152099609375, 180.5165252685547, -27.75897216796875)	(-0.8345264792442322, -0.5507451295852661, 0.01566060446202755)	(-3.2046546936035156, -2.1527349948883057, 0.027664028108119965)	6.518223860998112	-0.012755522303045901	0	0	0.9624667503975662	0.9624667503975662	4.227003035015743	14	False	0	nan	1.9864021702962897
1.219500046223402	(192.40792846679688, 180.3741455078125, -27.75961685180664)	(-0.8341485261917114, -0.5512994527816772, 0.016285954043269157)	(-3.5429129600524902, -2.342003583908081, 0.040676429867744446)	6.433825633392659	-0.012738403576363038	0	0	0.898726257818877	0.898726257818877	4.734502887896274	15	False	0	nan	1.9854434865751303
1.2842500489205122	(192.1663360595703, 180.21315002441406, -27.759824752807617)	(-0.8338342905044556, -0.551750123500824, 0.01709725335240364)	(-3.9329378604888916, -2.617166757583618, -0.014174110256135464)	6.490815125848703	-0.012655795287491807	0	0	0.7426156492106114	0.7426156492106114	4.872689240425919	17	False	0	nan	1.9835310390156282
1.3480000514537096	(191.9076690673828, 180.04031372070312, -27.760316848754883)	(-0.833340048789978, -0.5525040626525879, 0.016840094700455666)	(-4.171224117279053, -2.7667953968048096, -0.03152681514620781)	6.515679926204625	-0.01287787744596415	0	0	0.8162012654521612	0.8162012654521612	5.077555166839286	18	False	0	nan	1.9814844315463254
1.411750053986907	(191.63124084472656, 179.85536193847656, -27.760669708251953)	(-0.832924485206604, -0.5531460642814636, 0.016314567998051643)	(-4.473566055297852, -2.9981637001037598, 0.04594399407505989)	6.637118938085995	-0.01294901805068147	0	0	0.9833035995334086	0.9833035995334086	5.928559477494	19	False	0	nan	1.979502394790988
1.4760000566020608	(191.33255004882812, 179.6551971435547, -27.760852813720703)	(-0.8323839902877808, -0.5539640784263611, 0.01614965684711933)	(-4.76291561126709, -3.2279269695281982, 0.03439006209373474)	6.721836816009399	-0.013247439160732307	0	0	0.9842461044537594	0.9842461044537594	6.2070997179382585	21	False	0	nan	1.9770414068188624
1.5397500600665808	(191.01597595214844, 179.44259643554688, -27.76096534729004)	(-0.8318473100662231, -0.554771900177002, 0.0160730741918087)	(-5.091602325439453, -3.4267804622650146, 0.007835669443011284)	6.904209792687521	-0.013463353074868333	0	0	0.8786497779858125	0.8786497779858125	6.307568803208923	22	False	0	nan	1.9738093296052124
1.6052500624209642	(190.66786193847656, 179.2084197998047, -27.760921478271484)	(-0.8311902284622192, -0.5557636022567749, 0.015801208093762398)	(-5.444811820983887, -3.6760926246643066, 0.018239937722682953)	7.160292432455147	-0.013889980653699122	0	0	0.80529938427513	0.80529938427513	7.05553228634299	24	False	0	nan	1.9705810851314145
1.6700000641867518	(190.30438232421875, 178.9632110595703, -27.76087760925293)	(-0.8305659294128418, -0.5566806793212891, 0.0163351371884346)	(-5.787811756134033, -3.9222583770751953, 0.023613957688212395)	7.4328977121520845	-0.014714573285427163	0	0	0.8467354315555982	0.8467354315555982	7.126082657259499	25	False	0	nan	1.9663733179469776
