timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance
0	(128.7545928955078, 55.63163757324219, -28)	(0.35348227620124817, 0.9354411959648132, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	nan
0.13500000722706318	(128.7550048828125, 55.632293701171875, -27.981584548950195)	(0.3535255193710327, 0.9354177713394165, -0.0036430680193006992)	(0.03372772037982941, 0.06643091887235641, 0.138031467795372)	-3.787667124774515	0.007681091371466007	0	0	0.5	0.5	0.031648942558206376	1	False	0	0	nan
0.37250001169741154	(128.79010009765625, 55.72623825073242, -27.87845802307129)	(0.3531486988067627, 0.9355672001838684, -4.849097240366973e-05)	(0.16095180809497833, 0.4309607744216919, 0.5301723480224609)	-5.19116286638911	0.010686569611600603	0	0	1	1	0.6343474692741128	3	False	0	0	nan
0.5125000160187483	(128.8124237060547, 55.78355407714844, -27.82969856262207)	(0.35370802879333496, 0.935355007648468, -0.0013165369164198637)	(0.23131631314754486, 0.6278246641159058, 0.3789503276348114)	-5.671023855577252	0.010878991660194008	0	0	1	1	0.7826201168680808	3	False	0	0	nan
0.5792500181123614	(128.8277587890625, 55.82467269897461, -27.808744430541992)	(0.35372593998908997, 0.9353460669517517, -0.0023576838430017233)	(0.29356271028518677, 0.7718555331230164, 0.3509870767593384)	-5.461311405897144	0.010737985787522027	0	0	1	1	1.029563307591825	3	False	0	0	nan
0.6392500204965472	(128.8477783203125, 55.87654495239258, -27.787126541137695)	(0.35382065176963806, 0.9353125691413879, -0.001156638958491385)	(0.3772869110107422, 0.9555667638778687, 0.37832963466644287)	-5.4856150022871955	0.010746732808824171	0	0	0.9999999915447962	0.9999999915447962	2.146468143072402	4	False	0	0	nan
0.7042500227689743	(128.87686157226562, 55.950618743896484, -27.7633056640625)	(0.3540112376213074, 0.9352268576622009, 0.005180833395570517)	(0.4926762878894806, 1.2605886459350586, 0.2912074327468872)	-5.455119539233225	0.0105782792245637	0	0	0.3494127850635647	0.3494127850635647	2.403090151566678	5	False	0	0	nan
0.7702500252053142	(128.91213989257812, 56.043418884277344, -27.752126693725586)	(0.35365134477615356, 0.9353261590003967, 0.00979046244174242)	(0.5969317555427551, 1.519599199295044, 0.17220774292945862)	-5.580840241831834	0.010862962860796029	0	0	0.629185355310629	0.629185355310629	3.884444631475748	6	False	0	0	nan
0.836750028654933	(128.95742797851562, 56.16138458251953, -27.75172996520996)	(0.35370486974716187, 0.9352712035179138, 0.01267556007951498)	(0.7812263369560242, 1.9173433780670166, -0.04685909301042557)	-5.788937245663756	0.01151820917472516	0	0	0.621361873951597	0.621361873951597	3.6698413467603626	7	False	0	0	nan
0.9967500334605575	(129.13894653320312, 56.63459777832031, -27.757707595825195)	(0.35543689131736755, 0.9345642924308777, 0.01594645529985428)	(1.169884204864502, 3.1661298274993896, -0.01562843844294548)	-5.440332716475414	0.010537176419113196	0	0	0.9999993037873656	0.9999993037873656	3.0155136634739828	12	False	0	0	nan
1.1095000365749002	(129.25823974609375, 56.94540023803711, -27.7581729888916)	(0.3558107912540436, 0.9344068765640259, 0.016809100285172462)	(1.4108926057815552, 3.723503828048706, 0.030321668833494186)	-5.209843909741341	0.010132088983192171	0	0	0.5371864931212029	0.5371864931212029	4.525755116815736	14	False	0	0	nan
1.1797500383108854	(129.35638427734375, 57.20130920410156, -27.758874893188477)	(0.3560970425605774, 0.9342825412750244, 0.017632896080613136)	(1.567384958267212, 4.038590908050537, -0.03558680787682533)	-5.118214414753142	0.009555916659051452	0	0	0.7879806013913024	0.7879806013913024	4.653247808282822	16	False	0	0	nan
1.2465000413358212	(129.4664764404297, 57.48752975463867, -27.75946807861328)	(0.35691630840301514, 0.9339756369590759, 0.017329756170511246)	(1.6944974660873413, 4.441868782043457, 0.01223000604659319)	-4.589517507667431	0.009084447122416897	0	0	0.9999988727116772	0.9999988727116772	5.516995627161773	17	False	0	0	nan
1.3207500455901027	(129.60385131835938, 57.844337463378906, -27.759958267211914)	(0.3575039505958557, 0.9337477087974548, 0.0174960196018219)	(1.8619202375411987, 4.845561981201172, -0.0006129387766122818)	-4.091609499383725	0.00779782874710189	0	0	0.9498452699972022	0.9498452699972022	5.489893754429615	19	False	0	0	nan
1.3842500485479832	(129.72061157226562, 58.14657211303711, -27.760454177856445)	(0.3581949472427368, 0.9334927797317505, 0.016959775239229202)	(1.9861494302749634, 5.2216339111328125, 0.012040214613080025)	-3.382015983960164	0.006515110916268041	0	0	0.9606687362289406	0.9606687362289406	6.111836019833991	20	False	0	0	nan
1.4492500508204103	(129.8570556640625, 58.49989318847656, -27.760807037353516)	(0.3587963581085205, 0.9332678914070129, 0.016622250899672508)	(2.155399799346924, 5.549386024475098, -0.0025374055840075016)	-2.7093954527268567	0.0050262143632168	0	0	0.9898728564408856	0.9898728564408856	6.381970791222631	21	False	0	0	nan
1.5132500538602471	(129.9985809326172, 58.866363525390625, -27.760835647583008)	(0.35924214124679565, 0.9331015944480896, 0.016328390687704086)	(2.299373149871826, 5.909674167633057, -0.02025274932384491)	-1.8550390592422392	0.0034096689340082894	0	0	0.8203361959827473	0.8203361959827473	6.447281410829886	23	False	0	0	nan
